OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu01051,4.6e-05,0,1.4e-05,5.8e-05,0,1.2e-05,0.518447,0.918053198640717,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(84),Ruminococcaceae_unclassified(84),
Otu00074,0.000585,4e-06,0.000324,0.000314,0,0.00011,0.519481,0.919316175362766,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Veillonella(100),
Otu00312,0.00024,0,6.1e-05,0.000456,2e-06,0.00023,0.519481,0.919316175362766,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00262,0.000253,0,8.3e-05,0.000332,0,9e-05,0.52048,0.920799802469136,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00670,7.7e-05,0,3.5e-05,0.00015,0,8.3e-05,0.521479,0.922282514038877,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00507,0.000263,0,7.6e-05,0.000196,0,6.7e-05,0.523477,0.925530587291795,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00189,0.000536,0,9.8e-05,0.000629,0,0.000117,0.524476,0.927010925686093,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(91),
Otu00451,0.000174,0,4.9e-05,0.000216,0,4.6e-05,0.525475,0.928490351418003,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01217,2.6e-05,0,1e-05,3.5e-05,0,1.1e-05,0.526141,0.928808195873114,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Erysipelotrichaceae_unclassified(100),
Otu01397,2.6e-05,0,1e-05,3.5e-05,0,1.2e-05,0.526141,0.928808195873114,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(52),
Otu02174,2.6e-05,0,1.5e-05,3.5e-05,0,3.5e-05,0.526141,0.928808195873114,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00585,0.00013,0,3.2e-05,0.000159,0,3.5e-05,0.526474,0.928823935980302,Bacteria(100),Firmicutes(90),Clostridia(89),Clostridiales(88),Clostridiales_unclassified(88),Clostridiales_unclassified(88),
Otu00838,8.4e-05,0,2.6e-05,0.000118,0,4.4e-05,0.526474,0.928823935980302,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00042,0.004154,7e-06,0.000447,0.004554,6e-06,0.000448,0.527473,0.930300072615384,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00959,4.9e-05,0,2.4e-05,6.1e-05,0,4.9e-05,0.528247,0.931378592433098,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Micrococcaceae(100),Arthrobacter(100),
Otu00422,0.000284,0,0.000112,0.000187,0,6.2e-05,0.528472,0.931488777367774,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01021,1e-05,0,5e-06,1.7e-05,0,1.2e-05,0.531071,0.932914180815201,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(87),
Otu01123,1e-05,0,8e-06,1.7e-05,0,1e-05,0.531071,0.932914180815201,Bacteria(100),Firmicutes(91),Clostridia(91),Clostridiales(86),Clostridiales_unclassified(82),Clostridiales_unclassified(82),
Otu01172,1e-05,0,6e-06,1.7e-05,0,1.1e-05,0.531071,0.932914180815201,Bacteria(100),Bacteria_unclassified(86),Bacteria_unclassified(86),Bacteria_unclassified(86),Bacteria_unclassified(86),Bacteria_unclassified(86),
Otu01410,1e-05,0,8e-06,1.7e-05,0,8e-06,0.531071,0.932914180815201,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(99),
Otu01466,1e-05,0,5e-06,1.7e-05,0,8e-06,0.531071,0.932914180815201,Bacteria(100),Planctomycetes(97),Planctomycetia(97),Planctomycetales(97),Planctomycetaceae(97),Planctomycetaceae_unclassified(97),
Otu01484,1e-05,0,6e-06,1.7e-05,0,1.3e-05,0.531071,0.932914180815201,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(99),
Otu01531,1e-05,0,5e-06,1.7e-05,0,9e-06,0.531071,0.932914180815201,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01748,1e-05,0,5e-06,1.7e-05,0,9e-06,0.531071,0.932914180815201,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu02013,1e-05,0,8e-06,1.7e-05,0,1.7e-05,0.531071,0.932914180815201,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu02454,1e-05,0,6e-06,1.7e-05,0,8e-06,0.531071,0.932914180815201,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02484,1e-05,0,6e-06,1.7e-05,0,8e-06,0.531071,0.932914180815201,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00065,0.004018,2e-05,0.00076,0.006291,0.000223,0.00268,0.531469,0.933327300245098,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00145,0.001272,1e-06,0.000145,0.001439,1e-06,0.000218,0.532468,0.934795275957121,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01357,3.6e-05,0,1.9e-05,2.6e-05,0,2.1e-05,0.533586,0.936184558310377,Bacteria(100),Fibrobacteres(100),Fibrobacteria(100),Fibrobacterales(100),Fibrobacteraceae(100),Fibrobacter(100),
Otu01479,3.6e-05,0,1.1e-05,2.6e-05,0,1.2e-05,0.533586,0.936184558310377,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(58),
Otu00372,0.000204,0,7.4e-05,0.000337,1e-06,0.000157,0.537463,0.941820855745721,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00445,0.000273,1e-06,0.000157,0.000453,2e-06,0.000244,0.537463,0.941820855745721,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(79),
Otu00870,5.1e-05,0,1.5e-05,6.3e-05,0,2e-05,0.53762,0.941820855745721,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00881,5.1e-05,0,1.3e-05,6.3e-05,0,1.6e-05,0.53762,0.941820855745721,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(91),
Otu01080,5.1e-05,0,1.6e-05,6.3e-05,0,2.1e-05,0.53762,0.941820855745721,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00066,0.003513,6e-06,0.000426,0.003164,5e-06,0.000383,0.539461,0.94446867806964,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00194,0.000802,0,9.2e-05,0.000877,0,8.5e-05,0.539461,0.94446867806964,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Intestinimonas(84),
Otu00006,0.025529,0.00044,0.003547,0.030144,0.001207,0.006239,0.54046,0.945928769465649,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00244,0.000319,0,6.7e-05,0.000499,1e-06,0.00021,0.542458,0.94884627891364,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Terrisporobacter(100),
Otu00637,0.000148,0,3.1e-05,0.000173,0,3.3e-05,0.542458,0.94884627891364,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00771,7.2e-05,0,5.1e-05,0.000118,0,5e-05,0.543457,0.950303698596705,Bacteria(100),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),
Otu00842,6.4e-05,0,3e-05,5.2e-05,0,3.4e-05,0.543643,0.950339028972248,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00327,7e-04,3e-06,0.000313,0.000407,3e-06,0.000333,0.544456,0.951180064614447,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01026,4.1e-05,0,3.6e-05,0.000104,0,9.2e-05,0.544456,0.951180064614447,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Enterobacteriales(100),Enterobacteriaceae(100),Enterobacteriaceae_unclassified(100),
Otu00456,0.000197,0,3.1e-05,0.000228,0,3.7e-05,0.547453,0.956124496039001,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00011,0.003658,0.000143,0.002022,0.005936,0.000276,0.002983,0.548452,0.957285890377588,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(99),Paraprevotella(97),
Otu00148,0.002792,6e-05,0.001306,0.001558,9e-06,0.00054,0.548452,0.957285890377588,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Collinsella(100),
Otu01205,3.8e-05,0,1.1e-05,2.9e-05,0,1e-05,0.551221,0.961826110197869,Bacteria(100),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),
Otu00825,6.6e-05,0,2e-05,5.5e-05,0,1.8e-05,0.553403,0.965339621424224,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00500,0.000163,0,2.6e-05,0.00019,0,3.3e-05,0.554446,0.966864761788865,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu01165,1.8e-05,0,1.3e-05,1.2e-05,0,9e-06,0.557051,0.969932057108141,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(99),Prevotella(99),
Otu01232,1.8e-05,0,8e-06,1.2e-05,0,5e-06,0.557051,0.969932057108141,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(99),Lachnospiraceae_unclassified(99),
Otu01382,1.8e-05,0,1.1e-05,1.2e-05,0,7e-06,0.557051,0.969932057108141,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Intrasporangiaceae(99),Ornithinimicrobium(63),
Otu01527,1.8e-05,0,1.1e-05,1.2e-05,0,9e-06,0.557051,0.969932057108141,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01700,1.8e-05,0,8e-06,1.2e-05,0,9e-06,0.557051,0.969932057108141,Bacteria(100),Bacteroidetes(100),Bacteroidia(94),Bacteroidales(94),Bacteroidales_unclassified(93),Bacteroidales_unclassified(93),
Otu00354,0.000176,0,6.7e-05,0.000118,0,7.2e-05,0.557443,0.970054863387978,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Aerococcaceae(100),Aerococcus(100),
Otu00408,3.1e-05,0,1.5e-05,4e-05,0,2.3e-05,0.55746,0.970054863387978,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00216,0.00059,2e-06,0.000207,0.00103,8e-06,0.000507,0.558442,0.971174012135922,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00663,0.000151,0,4e-05,0.000199,0,7.2e-05,0.558442,0.971174012135922,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00800,0.00012,0,3.9e-05,8.9e-05,0,3.5e-05,0.561439,0.976089884137094,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(98),
Otu00278,0.000442,2e-06,0.000215,0.000268,1e-06,0.000179,0.562438,0.977233893907245,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00622,9.5e-05,0,6e-05,0.000144,0,4.8e-05,0.562438,0.977233893907245,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01735,1.3e-05,0,6e-06,2e-05,0,1e-05,0.565795,0.98276876969697,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(87),Ruminococcaceae_unclassified(87),
Otu00454,0.000186,0,2.8e-05,0.000219,0,4.4e-05,0.566434,0.983282764385221,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00889,7.4e-05,0,4.8e-05,0.000288,2e-06,0.000227,0.566434,0.983282764385221,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01221,4.1e-05,0,2.2e-05,3.2e-05,0,1.1e-05,0.567213,0.984336940962761,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00958,0.000141,0,9.2e-05,7.8e-05,0,6.9e-05,0.567433,0.984420688861985,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00700,0.000189,0,6.8e-05,0.000138,0,5.5e-05,0.569431,0.987588045990923,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(96),
Otu00561,0.000186,0,4e-05,0.000159,0,3.3e-05,0.571429,0.990154482466747,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00592,1e-04,0,4.7e-05,6.3e-05,0,3.6e-05,0.571429,0.990154482466747,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(97),Paraprevotella(97),
Otu00768,1e-04,0,4.1e-05,0.000138,0,5.7e-05,0.571429,0.990154482466747,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00473,7.7e-05,0,3.7e-05,0.000309,2e-06,0.000246,0.573427,0.993016182477341,Bacteria(100),Bacteroidetes(100),Bacteroidia(99),Bacteroidales(99),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00476,0.000128,0,3.7e-05,0.00026,1e-06,0.000149,0.573427,0.993016182477341,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(59),
Otu00002,0.027133,0.000352,0.00317,0.027629,0.000259,0.002891,0.903097,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(99),
Otu00003,0.030896,0.002776,0.008906,0.025468,0.002051,0.008135,0.659341,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Enterobacteriales(100),Enterobacteriaceae(100),Enterobacteriaceae_unclassified(100),
Otu00008,0.030097,0.00117,0.005781,0.025797,0.00108,0.005903,0.61039,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00009,0.026494,0.000502,0.003786,0.02535,7e-04,0.004752,0.849151,1,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Acidaminococcaceae(100),Phascolarctobacterium(100),
Otu00018,0.008926,1.8e-05,0.000725,0.009573,2.8e-05,0.000947,0.601399,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVb(100),
Otu00019,0.015428,0.000303,0.00294,0.01719,0.001201,0.006225,0.806194,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Faecalibacterium(100),
Otu00020,0.007056,0.000221,0.002514,0.007525,0.000661,0.004617,0.957043,1,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu00023,0.007884,0.001108,0.005626,0.010796,0.000418,0.00367,0.772228,1,Bacteria(100),Proteobacteria(100),Epsilonproteobacteria(100),Campylobacterales(100),Campylobacteraceae(100),Campylobacter(100),
Otu00026,0.00912,0.000513,0.003827,0.008494,0.000261,0.0029,0.873127,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00028,0.002394,1.2e-05,0.000581,0.002397,1.7e-05,0.000732,0.995005,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pasteurellales(100),Pasteurellaceae(100),Gallibacterium(100),
Otu00029,0.009795,0.000104,0.001726,0.010072,0.000121,0.001977,0.911089,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00034,0.008198,0.000191,0.002335,0.006654,0.000133,0.002069,0.607393,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00036,0.004098,4.4e-05,0.001127,0.004185,3.4e-05,0.001041,0.958042,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00037,0.004578,1.1e-05,0.000556,0.004598,1.1e-05,0.000596,0.975025,1,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00043,0.008645,0.000164,0.002162,0.007173,0.000148,0.002186,0.638362,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Faecalibacterium(100),
Otu00046,0.001678,2.1e-05,0.000778,0.002013,1.6e-05,0.000715,0.779221,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00047,0.004491,3.5e-05,0.001005,0.00514,5.9e-05,0.001384,0.709291,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(55),
Otu00049,0.004759,2e-05,0.000755,0.004226,2.3e-05,0.00086,0.676324,1,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(100),Sutterella(100),
Otu00051,0.000669,6e-06,0.000398,0.000461,2e-06,0.000241,0.687313,1,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00054,0.002427,3.2e-05,0.000959,0.002325,2.5e-05,0.000905,0.947053,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00055,0.002039,9.2e-05,0.001622,0.000989,6e-06,0.000448,0.876124,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(94),Bacteroidales(94),Bacteroidales_unclassified(94),Bacteroidales_unclassified(94),
Otu00057,0.005533,0.000113,0.001796,0.005036,6.6e-05,0.001455,0.863137,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00058,0.003278,3.1e-05,0.000947,0.004058,4.9e-05,0.001255,0.625375,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00059,0.003819,1.2e-05,0.000589,0.003787,1.8e-05,0.000762,0.973027,1,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00070,0.002335,2.8e-05,0.000901,0.001941,7e-06,0.000467,0.753247,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(95),
Otu00072,0.002634,2.9e-05,0.000914,0.00272,3e-05,0.000991,0.95005,1,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00073,0.001395,6e-06,0.000408,0.001084,9e-06,0.000528,0.67033,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00075,0.003232,5e-06,0.000379,0.002945,6e-06,0.000432,0.636364,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(78),
Otu00078,0.002619,4.1e-05,0.00108,0.001999,2.2e-05,0.000847,0.688312,1,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00080,0.00199,2e-06,0.000249,0.002123,7e-06,0.000468,0.816184,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
